0.1 0
0.100303 0
0.150066 0
0.200223 0
0.250143 0
0.300063 0
0.350049 0
0.400135 0
0.45002 0
0.500023 0
0.550567 0
0.600487 0
0.650407 0
0.700327 0
0.75162 0
0.800031 0
0.850138 0
0.900058 0
0.950274 0
1.000194 0
1.050114 0
1.100034 0
1.150042 0
1.200669 0
1.250589 0
1.300509 0
1.350429 0
1.400349 0
1.450269 0
1.500189 0
1.550109 0
1.600029 0
1.650186 0
1.700106 0
1.750026 0
1.800012 0
1.850098 0
1.900018 0
1.950075 0
2.000061 0
2.050111 0
2.100031 0
2.150138 0
2.200058 0
2.250274 0
2.300194 0
2.350114 0
2.400034 0
2.450042 0
2.500669 0
2.550589 0
2.600509 0
2.650429 0
2.700349 0
2.750269 0
2.800189 0
2.850109 0
2.900029 0
2.950186 0
3.000106 0
3.050026 0
3.100012 0
3.150098 0
3.200018 0
3.250075 0
3.300061 0
3.350111 0
3.400031 0
3.450151 0
3.500071 0
3.55013 0
3.60005 0
3.650208 0
3.700128 0
3.750048 0
3.800034 0
3.85012 0
3.90004 0
3.950097 0
4.000017 0
4.050003 0
4.100052 0
4.15016 0
4.20008 0
4.25 0
4.300216 0
4.350136 0
4.400056 0
4.450063 0
4.50069 0
4.55061 0
4.60053 0
4.65045 0
4.70037 0
4.75029 0
4.80021 0
4.85013 0
4.90005 0
4.950208 0
5.000128 0
5.050048 0
5.100034 0
5.15012 0
5.20004 0
5.250097 0
5.300017 0
5.350003 0
5.400052 0
5.45016 0
5.50008 0
5.55 0
5.600216 0
5.650136 0
5.700056 0
5.750063 0
5.80069 0
5.85061 0
5.90053 0
5.95045 0
6.00037 0
6.050024 0
6.100074 0
6.150181 0
6.200101 0
6.250021 0
6.300237 0
6.350157 0
6.400077 0
6.450085 0
6.500005 0
6.550632 0
6.600552 0
6.650472 0
6.700392 0
6.750312 0
6.800232 0
6.850152 0
6.900072 0
6.950229 0
7.000149 0
7.050069 0
7.100055 0
7.150141 0
7.200061 0
7.250118 0
7.300038 0
7.350024 0
7.400074 0
7.450181 0
7.500101 0
7.550021 0
7.600237 0
7.650157 0
7.700077 0
7.750085 0
7.800005 0
7.850632 0
7.900552 0
7.950472 0
8.000392 0
8.050312 0
8.100232 0
8.150152 0
8.200072 0
8.250229 0
8.300149 0
8.350069 0
8.400055 0
8.450141 0
8.500061 0
8.550029 0
8.600573 0
8.650493 0
8.700413 0
8.750333 0
8.800253 0
8.850173 0
8.900093 0
8.950013 0
9.000171 0
9.050091 0
9.100011 0
9.150163 0
9.200083 0
9.250003 0
9.30006 0
9.350046 0
9.400095 0
9.450015 0
9.500123 0
9.550043 0
9.600259 0
9.650179 0
9.700099 0
9.750019 0
9.800026 0
9.850653 0
9.900573 0
9.950493 0
9.99062 0
