0.200125 223800
0.400455 499200
0.600102 478400
0.800016 478400
1.000078 499200
1.200142 499200
1.400088 499200
1.600592 499200
1.800272 499200
2.00016 499200
2.200072 504400
2.400302 499200
2.600248 499200
2.800045 499200
3.000432 499200
3.200112 499200
3.400016 504400
3.600089 473200
3.800072 504400
4.000055 499200
4.200118 499200
4.400065 499200
4.600569 499200
4.800249 499200
5.000137 499200
5.200049 504400
5.400278 499200
5.600225 499200
5.800022 499200
6.000409 499200
6.200705 478400
6.400385 499200
6.600065 499200
6.800049 504400
7.000032 499200
7.200095 499200
7.400042 499200
7.600545 499200
7.800225 499200
8.000114 499200
8.200026 504400
8.400255 499200
8.600003 478400
8.800232 499200
9.000179 499200
9.200682 499200
9.400362 499200
9.600042 499200
9.800025 504400
9.987529 462800
