0.200125 0
0.400455 0
0.600102 0
0.800016 0
1.000078 0
1.200142 0
1.400088 0
1.600592 0
1.800272 0
2.00016 0
2.200072 0
2.400302 0
2.600248 0
2.800045 0
3.000432 0
3.200026 22500
3.401786 27500
3.616071 27500
3.803571 30000
4.001557 25000
4.205357 35000
4.407897 27500
4.607143 32500
4.815444 30000
5.008929 30000
5.222991 32500
5.408954 30000
5.600014 30000
5.8125 32500
6.028425 32500
6.228878 30000
6.400272 30000
6.600098 25000
6.800075 0
7.000105 0
7.200052 0
7.400556 0
7.600236 0
7.800124 0
8.000036 0
8.200265 0
8.400212 0
8.600008 0
8.800396 0
9.000076 0
9.200059 0
9.400052 0
9.600035 0
9.800019 0
9.972659 0
