0.204632 0
0.400864 0
0.60076 0
0.805882 0
1.000882 0
1.20201 0
1.407132 0
1.602132 0
1.80326 0
2.008382 0
2.203382 0
2.400646 0
2.600883 0
2.802011 0
3.0008 0
3.202133 7500
3.401786 15000
3.616071 12500
3.801323 10000
4.0004 12500
4.205357 10000
4.410473 15000
4.607143 12500
4.821429 10000
5.000073 15000
5.223214 12500
5.410714 10000
5.600014 12500
5.8125 12500
6.0452 12500
6.2484 12500
6.4484 12500
6.6516 12500
6.8516 12500
7.0548 12500
7.218 10000
7.418 12500
7.626006 15000
7.858 12500
8.0612 12500
8.2612 12500
8.4212 10000
8.6212 12500
8.8612 15000
9.0244 10000
9.206673 10000
9.401673 0
9.602801 0
9.807923 0
10.002923 0
10.058407 0
