0.204632 26200
0.400864 62400
0.60076 67600
0.805882 62400
1.000882 62400
1.20201 67600
1.407132 62400
1.602132 62400
1.80326 67600
2.008382 62400
2.203382 62400
2.400646 67600
2.600883 57200
2.802011 67600
3.0008 62400
3.202133 62400
3.401786 52000
3.616071 26000
3.801323 20800
4.0004 20800
4.205357 20800
4.410473 15600
4.607143 26000
4.821429 5200
5.000073 10400
5.223214 15600
5.410714 0
5.600014 5200
5.8125 0
6.0452 15600
6.2484 5200
6.4484 0
6.6516 5200
6.8516 0
7.0548 0
7.218 0
7.418 0
7.626006 0
7.858 5200
8.0612 0
8.2612 0
8.4212 0
8.6212 0
8.8612 0
9.0244 10400
9.206673 26000
9.401673 62400
9.602801 67600
9.807923 62400
10.002923 62400
10.058407 20800
