0.200016 2486200
0.400026 5189800
0.600005 5189000
0.800042 5194400
1.000013 5190000
1.200005 5194800
1.400005 5189800
1.60001 5194600
1.800005 5194600
2.000027 5189200
2.200027 5194200
2.400061 5190400
2.6 5194600
2.800045 5189600
3.000026 5194800
3.2002 1643600
3.40016 1637400
3.60006 1366800
3.80038 1491600
4.00014 1194000
4.200021 2531200
4.400117 1412600
4.60001 729400
4.801397 1281200
5.000002 1424400
5.200001 2296600
5.400137 2097800
5.600037 2165600
5.80013 1990200
6.000021 2227000
6.200004 5146800
6.400004 5190400
6.600008 5195000
6.800007 5194200
7.000004 5190000
7.200052 5188800
7.400032 5195000
7.600004 5189600
7.800043 5194600
8.00002 5189600
8.200018 5194800
8.400004 5189400
8.60005 5195000
8.800004 5194600
9.000032 5178000
9.200064 5189200
9.400015 5195600
9.600008 5189200
9.8 5195000
10.112111 2901200
10.115724 10800
