0.200034 515000
0.400002 1159600
0.600005 1081600
0.800017 1222000
1.00001 1206400
1.200007 1029600
1.400034 1008800
1.60001 1159600
1.800014 1123200
2 1216800
2.200018 1190800
2.400009 1003600
2.60003 780000
2.800008 36400
3.000009 624000
3.200007 416000
3.400121 322400
3.600092 265200
3.800012 270400
4.000903 410800
4.20006 665600
4.400004 743600
4.600263 187200
4.800226 442000
5.000103 816400
5.200029 286000
5.400012 442000
5.600274 769600
5.800042 494000
6.000034 228800
6.200037 1040000
6.400037 1185600
6.600032 1185600
6.800015 1248000
7.000001 1248000
7.200005 1222000
7.400012 93600
7.600039 1190800
7.800005 1253200
8.000004 1211600
8.200013 1222000
8.400013 1248000
8.600039 1248000
8.800002 1253200
9.000041 1216800
9.200007 1211600
9.40001 1242800
9.600012 1206400
9.800007 1216800
10.183229 644800
10.186634 0
