0.200125 437000
0.400455 520000
0.600102 566800
0.800016 400400
1.000078 525200
1.200142 514800
1.400088 525200
1.600592 514800
1.800272 509600
2.00016 514800
2.200072 509600
2.400302 514800
2.600248 514800
2.800045 509600
3.000432 509600
3.200026 208000
3.401786 234000
3.616071 171600
3.803571 135200
4.001557 114400
4.205357 104000
4.407897 124800
4.607143 135200
4.815444 83200
5.008929 124800
5.222991 83200
5.408954 72800
5.600014 124800
5.8125 72800
6.028425 119600
6.228878 114400
6.400272 93600
6.600098 322400
6.800075 525200
7.000105 447200
7.200052 520000
7.400556 514800
7.600236 514800
7.800124 509600
8.000036 509600
8.200265 514800
8.400212 514800
8.600008 509600
8.800396 509600
9.000076 504400
9.200059 312000
9.400052 540800
9.600035 520000
9.800019 514800
9.972659 260000
